station,latitude,longitude,numDocks,timestamp,year,month,day,hour,weekday,weekhour,isHoliday,windMaxSpeed.m.s,windMeanSpeed.m.s,windDirection.grades,temperature.C,relHumidity.HR,airPressure.mb,precipitation.l.m2,bikes_3h_ago,full_profile_3h_diff_bikes,full_profile_bikes,short_profile_3h_diff_bikes,short_profile_bikes,Id
110,39.48075,-0.336789,30,1403402400.0,2014,6,22,4,Sunday,147,0,0.6,0.1,286.0,19.2,80.0,1001.0,0.0,10.0,11.0940672230995,11.0934769126684,7.59446254071661,7.59446254071661,201665
8,39.474324,-0.375151,23,1403971200.0,2014,6,28,18,Saturday,137,0,5.3,1.5,62.0,27.2,61.0,997.0,0.0,8.0,5.3730575740637185,5.37217099748533,6.7117263843648205,6.70846905537459,201666
8,39.474324,-0.375151,23,1402171200.0,2014,6,7,22,Saturday,141,0,2.2,0.7,61.0,18.1,85.0,1004.0,0.0,9.0,5.3351100412654695,5.33558700509941,5.94196428571429,5.90178571428571,201667
8,39.474324,-0.375151,23,1402387200.0,2014,6,10,10,Tuesday,33,0,,,,,,,,7.0,5.34355863331998,5.34323319027182,6.2072213500784885,6.21451104100946,201668
7,39.474715,-0.37932,20,1402761600.0,2014,6,14,18,Saturday,137,0,4.2,1.1,137.0,28.3,48.0,997.0,0.0,3.0,5.2408567847784,5.24078819978359,4.837133550488598,4.80456026058632,201669
8,39.474324,-0.375151,23,1402729200.0,2014,6,14,9,Saturday,128,0,3.2,0.6,103.0,28.6,33.0,1001.0,0.0,0.0,5.348931319464231,5.34871794871795,6.408794788273621,6.4299674267101015,201670
106,39.476713,-0.341369,25,1404586800.0,2014,7,5,21,Saturday,140,0,16.1,6.4,0.0,29.1,44.0,1011.3,0.0,5.0,10.4491501965344,10.4489152092097,9.209756097560973,9.180487804878052,201671
7,39.474715,-0.37932,20,1405893600.0,2014,7,21,0,Monday,167,0,12.9,8.0,67.5,28.1,40.0,1013.9,0.0,3.0,5.2450065132436,5.245211351673991,4.68945022288262,4.6998514115899015,201672
7,39.474715,-0.37932,20,1402347600.0,2014,6,9,23,Monday,22,0,,,,,,,,6.0,5.2375665312196,5.2381115879828295,4.68364197530864,4.6976744186046515,201673
106,39.476713,-0.341369,25,1405918800.0,2014,7,21,7,Monday,6,0,11.3,4.8,157.5,22.3,49.0,1015.6,0.0,2.0,10.4654152877991,10.4642043605597,10.4190193164933,10.3982169390788,201674
8,39.474324,-0.375151,23,1404799200.0,2014,7,8,8,Tuesday,31,0,8.0,3.2,135.0,21.0,73.0,1018.7,0.0,0.0,5.38333333333333,5.38267586206897,6.45749613601236,6.44307692307692,201675
106,39.476713,-0.341369,25,1402642800.0,2014,6,13,9,Friday,104,0,1.4,0.1,235.0,29.8,30.0,1006.0,0.0,1.0,10.4728071677224,10.4726722957554,7.50488599348534,7.51954397394137,201676
110,39.48075,-0.336789,30,1404230400.0,2014,7,1,18,Tuesday,41,0,17.7,9.7,337.5,26.6,65.0,997.4,0.0,21.0,11.142244738893199,11.1432626481883,10.2084690553746,10.2736156351792,201677
106,39.476713,-0.341369,25,1402426800.0,2014,6,10,21,Tuesday,44,0,,,,,,,,8.0,10.4852074391989,10.4853807861761,7.48242811501597,7.452648475120388,201678
7,39.474715,-0.37932,20,1404867600.0,2014,7,9,3,Wednesday,50,0,4.8,1.6,67.5,22.5,82.0,1017.2,0.0,5.0,5.2389878163074,5.2391975308642,5.27627627627628,5.26756352765321,201679
110,39.48075,-0.336789,30,1405868400.0,2014,7,20,17,Sunday,160,0,33.8,14.5,202.5,32.7,23.0,1008.8,0.0,20.0,11.1658793506,11.1669199869721,13.0921248142645,13.141158989598804,201680
7,39.474715,-0.37932,20,1404129600.0,2014,6,30,14,Monday,13,0,11.0,5.0,137.0,25.2,65.0,1004.0,0.0,11.0,5.2493587598974,5.2504041473883705,5.48371335504886,5.454397394136809,201681
8,39.474324,-0.375151,23,1406833200.0,2014,7,31,21,Thursday,92,0,35.4,19.3,67.5,25.9,75.0,1010.8,0.0,7.0,5.392132726786191,5.39320492241841,5.84992570579495,5.89598811292719,201682
8,39.474324,-0.375151,23,1403665200.0,2014,6,25,5,Wednesday,52,0,6.4,2.3,259.0,17.9,69.0,999.0,0.0,5.0,5.3667509126649815,5.366423357664232,6.64332247557003,6.66938110749186,201683
7,39.474715,-0.37932,20,1405983600.0,2014,7,22,1,Tuesday,24,0,3.2,1.6,157.5,24.4,61.0,1014.7,0.0,7.0,5.242777386308201,5.243253495177201,4.76968796433878,4.79049034175334,201684
8,39.474324,-0.375151,23,1402639200.0,2014,6,13,8,Friday,103,0,1.1,0.1,268.0,27.5,37.0,1006.0,0.0,5.0,5.34526255707763,5.34493580599144,6.31758957654723,6.34201954397394,201685
106,39.476713,-0.341369,25,1406008800.0,2014,7,22,8,Tuesday,31,0,6.4,1.6,135.0,23.6,51.0,1013.9,0.0,8.0,10.460559107162199,10.460434382278098,10.1292719167905,10.1084695393759,201686
106,39.476713,-0.341369,25,1405216800.0,2014,7,13,4,Sunday,147,0,1.6,0.0,157.5,21.6,82.0,1015.2,0.0,16.0,10.434312972913697,10.435399879405802,9.30163447251114,9.34472511144131,201687
110,39.48075,-0.336789,30,1405022400.0,2014,7,10,22,Thursday,93,0,11.3,6.4,67.5,23.6,67.0,1015.3,0.0,25.0,11.136948630513697,11.137845713971501,10.916790490341802,10.982169390787499,201688
7,39.474715,-0.37932,20,1406775600.0,2014,7,31,5,Thursday,76,0,3.2,0.0,202.5,22.6,79.0,1014.1,0.0,0.0,5.2374524612994815,5.23712113098426,4.9093610698365495,4.9093610698365495,201689
7,39.474715,-0.37932,20,1406793600.0,2014,7,31,10,Thursday,81,0,3.2,0.0,45.0,26.8,56.0,1014.2,0.0,2.0,5.236157223947731,5.23657583382408,4.910846953937591,4.924219910846951,201690
8,39.474324,-0.375151,23,1402765200.0,2014,6,14,19,Saturday,138,0,4.0,1.3,49.0,26.7,56.0,997.0,0.0,5.0,5.35232127598975,5.35113895216401,6.37459283387622,6.34201954397394,201691
7,39.474715,-0.37932,20,1403823600.0,2014,6,27,1,Friday,96,0,1.2,0.3,50.0,21.0,77.0,1004.0,0.0,2.0,5.25967841335649,5.26050184832531,5.83061889250814,5.819218241042348,201692
110,39.48075,-0.336789,30,1403312400.0,2014,6,21,3,Saturday,122,0,1.8,0.3,289.0,20.7,55.0,1001.0,0.0,8.0,11.095781329417699,11.0948509485095,7.557003257328991,7.56677524429967,201693
8,39.474324,-0.375151,23,1401631200.0,2014,6,1,16,Sunday,159,0,9.0,3.5,137.0,22.1,51.0,1005.0,0.0,19.0,5.32753338343257,5.32813222376329,5.67904903417533,5.69687964338782,201694
106,39.476713,-0.341369,25,1405684800.0,2014,7,18,14,Friday,109,0,27.4,12.9,22.5,25.6,80.0,1012.5,0.0,17.0,10.478168554007,10.478419419800801,11.0549777117385,10.9940564635958,201695
110,39.48075,-0.336789,30,1405112400.0,2014,7,11,23,Friday,118,0,8.0,4.8,67.5,22.9,80.0,1015.8,0.0,9.0,11.141813588180401,11.1409510213046,11.2719167904903,11.3060921248143,201696
7,39.474715,-0.37932,20,1406037600.0,2014,7,22,16,Tuesday,39,0,22.5,12.9,0.0,27.0,64.0,1011.1,0.0,12.0,5.24198440207972,5.24321836591044,4.8276374442793495,4.86627043090639,201697
8,39.474324,-0.375151,23,1403521200.0,2014,6,23,13,Monday,12,0,5.3,0.9,140.0,24.1,70.0,1004.0,0.0,21.0,5.371460737405009,5.373157006190209,6.7296416938110815,6.71335504885993,201698
110,39.48075,-0.336789,30,1404446400.0,2014,7,4,6,Friday,101,0,11.3,6.4,247.5,17.7,79.0,1013.9,0.0,6.0,11.144490067695001,11.1433405447384,10.5228013029316,10.5537459283388,201699
8,39.474324,-0.375151,23,1404601200.0,2014,7,6,1,Sunday,144,0,9.7,6.4,67.5,24.7,67.0,1012.5,0.0,13.0,5.376695267091058,5.3779745434421695,6.547967479674798,6.53658536585366,201700
106,39.476713,-0.341369,25,1404568800.0,2014,7,5,16,Saturday,135,0,22.5,9.7,0.0,29.1,49.0,1013.2,0.0,1.0,10.4513788902426,10.450035985163,9.24552845528455,9.22926829268293,201701
8,39.474324,-0.375151,23,1402279200.0,2014,6,9,4,Monday,3,0,,,,,,,,7.0,5.34355863331998,5.34323319027182,6.007496251874058,6.03463855421687,201702
110,39.48075,-0.336789,30,1403816400.0,2014,6,26,23,Thursday,94,0,6.1,2.0,65.0,22.1,76.0,1004.0,0.0,15.0,11.099904745895698,11.099876764508199,8.0586319218241,8.11889250814332,201703
8,39.474324,-0.375151,23,1404367200.0,2014,7,3,8,Thursday,79,0,25.7,16.1,22.5,23.0,86.0,1016.1,0.0,0.0,5.37194444444444,5.3716745348514285,6.5781758957654715,6.59934853420195,201704
7,39.474715,-0.37932,20,1402527600.0,2014,6,12,1,Thursday,72,0,1.6,0.4,269.0,23.0,49.0,1010.0,0.0,8.0,5.24306707073017,5.24419801074654,5.05211726384365,5.0814332247557,201705
7,39.474715,-0.37932,20,1402707600.0,2014,6,14,3,Saturday,122,0,6.4,2.8,312.0,24.7,41.0,1002.0,0.0,4.0,5.24111979018188,5.241222070223441,5.00977198697068,4.95439739413681,201706
110,39.48075,-0.336789,30,1405094400.0,2014,7,11,18,Friday,113,0,19.3,11.3,0.0,25.2,60.0,1014.1,0.0,9.0,11.1420722997473,11.141648816389301,11.2347696879643,11.261515601783099,201707
110,39.48075,-0.336789,30,1404824400.0,2014,7,8,15,Tuesday,38,0,24.1,11.3,337.5,26.6,52.0,1016.6,0.0,14.0,11.1311855243559,11.130432384734199,10.954128440367,10.945205479452099,201708
7,39.474715,-0.37932,20,1405173600.0,2014,7,12,16,Saturday,135,0,24.1,12.9,0.0,25.1,55.0,1014.5,0.0,17.0,5.23145302897278,5.23347413462066,4.9702823179792,5.02674591381872,201709
110,39.48075,-0.336789,30,1405886400.0,2014,7,20,22,Sunday,165,0,19.3,11.3,67.5,29.1,37.0,1011.7,0.0,20.0,11.1682770600369,11.1693167634449,13.173848439821699,13.222882615156,201710
8,39.474324,-0.375151,23,1404763200.0,2014,7,7,22,Monday,21,0,4.8,1.6,337.5,22.6,69.0,1016.2,0.0,4.0,5.3835450027609095,5.38421197902291,6.48037676609105,6.503125,201711
8,39.474324,-0.375151,23,1406005200.0,2014,7,22,7,Tuesday,30,0,1.6,0.0,202.5,22.3,56.0,1013.4,0.0,0.0,5.38471958818748,5.3836944745395385,5.76374442793462,5.76077265973254,201712
110,39.48075,-0.336789,30,1406318400.0,2014,7,25,22,Friday,117,0,19.3,11.3,67.5,25.3,79.0,1008.4,0.0,14.0,11.2091468018552,11.2088747506335,13.838038632986601,13.815750371471,201713
7,39.474715,-0.37932,20,1405353600.0,2014,7,14,18,Monday,17,0,17.7,8.0,0.0,26.1,74.0,1014.4,0.0,15.0,5.25199737331728,5.25378850046501,5.30163447251114,5.30163447251114,201714
110,39.48075,-0.336789,30,1404356400.0,2014,7,3,5,Thursday,76,0,27.4,16.1,67.5,21.9,82.0,1015.8,0.0,11.0,11.1475801522476,11.147150316631501,10.526058631921801,10.5700325732899,201715
106,39.476713,-0.341369,25,1402498800.0,2014,6,11,17,Wednesday,64,0,6.9,3.1,123.0,27.7,34.0,1008.0,0.0,13.0,10.4879025338901,10.4885064043916,7.5781758957654715,7.62052117263844,201716
106,39.476713,-0.341369,25,1404100800.0,2014,6,30,6,Monday,5,0,3.4,0.8,323.0,18.1,82.0,1007.0,0.0,8.0,10.462070504239199,10.461551329950401,9.086319218241039,9.08957654723127,201717
106,39.476713,-0.341369,25,1402030800.0,2014,6,6,7,Friday,102,0,2.0,0.5,170.0,16.7,85.0,1002.0,0.0,5.0,10.5032736044108,10.502267899179,7.7325408618127796,7.73848439821694,201718
8,39.474324,-0.375151,23,1404403200.0,2014,7,3,18,Thursday,89,0,51.5,25.7,67.5,22.4,78.0,1014.6,0.0,11.0,5.374847307051638,5.37452123230641,6.557003257328991,6.5814332247557,201719
110,39.48075,-0.336789,30,1402250400.0,2014,6,8,20,Sunday,163,0,,,,,,,0.0,1.0,11.139553520320499,11.137396280400601,7.87053571428571,7.861607142857139,201720
106,39.476713,-0.341369,25,1406476800.0,2014,7,27,18,Sunday,161,0,25.7,11.3,0.0,27.8,66.0,1010.9,0.0,5.0,10.4996234129546,10.498413381380098,11.5230312035661,11.4739970282318,201721
106,39.476713,-0.341369,25,1404460800.0,2014,7,4,10,Friday,105,0,14.5,6.4,247.5,23.3,58.0,1014.3,0.0,1.0,10.464721544264501,10.4645926911773,9.38925081433225,9.41042345276873,201722
106,39.476713,-0.341369,25,1404496800.0,2014,7,4,20,Friday,115,0,12.9,4.8,45.0,31.0,36.0,1012.8,0.0,1.0,10.4614147909968,10.4604555783406,9.338762214983712,9.33333333333333,201723
7,39.474715,-0.37932,20,1405407600.0,2014,7,15,9,Tuesday,32,0,6.4,1.6,67.5,24.6,79.0,1017.5,0.0,2.0,5.2537590901634905,5.25379905980103,5.32986627043091,5.32838038632987,201724
106,39.476713,-0.341369,25,1406116800.0,2014,7,23,14,Wednesday,61,0,19.3,9.7,337.5,27.6,62.0,1008.0,0.0,22.0,10.472035915188199,10.473746823122301,10.6968796433878,10.7295690936107,201725
7,39.474715,-0.37932,20,1403859600.0,2014,6,27,11,Friday,106,0,4.8,1.3,114.0,27.3,49.0,1005.0,0.0,0.0,5.2581891483285705,5.2587886251679405,5.82084690553746,5.82247557003257,201726
110,39.48075,-0.336789,30,1405346400.0,2014,7,14,16,Monday,15,0,29.0,9.7,0.0,27.2,70.0,1014.4,0.0,26.0,11.1420205779335,11.1430212835805,11.676077265973301,11.7132243684993,201727
106,39.476713,-0.341369,25,1406350800.0,2014,7,26,7,Saturday,126,0,4.8,1.6,157.5,22.1,76.0,1010.8,0.0,20.0,10.4952837815987,10.4970902036857,11.463595839524501,11.4933135215453,201728
7,39.474715,-0.37932,20,1406217600.0,2014,7,24,18,Thursday,89,0,29.0,14.5,45.0,26.4,77.0,1006.3,0.0,1.0,5.23733390947391,5.23710783519628,4.63298662704309,4.61069836552749,201729
110,39.48075,-0.336789,30,1402844400.0,2014,6,15,17,Sunday,160,0,6.4,2.6,138.0,23.9,61.0,999.0,0.0,8.0,11.122205154463199,11.121260379934,8.07166123778502,8.086319218241039,201730
106,39.476713,-0.341369,25,1404640800.0,2014,7,6,12,Sunday,155,0,11.3,6.4,247.5,32.9,29.0,1010.3,0.0,2.0,10.443301250138301,10.4426809710778,9.185365853658539,9.180487804878052,201731
110,39.48075,-0.336789,30,1402124400.0,2014,6,7,9,Saturday,128,0,2.4,0.5,230.0,20.4,75.0,1002.0,0.0,0.0,11.1592773157442,11.1573967889908,7.97023809523809,7.97172619047619,201732
106,39.476713,-0.341369,25,1402984800.0,2014,6,17,8,Tuesday,31,0,2.9,0.5,323.0,21.9,60.0,1003.0,0.0,2.0,10.4726416165286,10.471429382057499,7.83387622149837,7.84527687296417,201733
7,39.474715,-0.37932,20,1402689600.0,2014,6,13,22,Friday,117,0,2.5,1.1,23.0,26.4,55.0,1003.0,0.0,9.0,5.2405041633398,5.24163293232225,5.06351791530945,5.042345276872959,201734
106,39.476713,-0.341369,25,1403308800.0,2014,6,21,2,Saturday,121,0,2.2,0.7,320.0,20.6,66.0,1001.0,0.0,9.0,10.4606392590919,10.4607915090611,7.90228013029316,7.947882736156349,201735
106,39.476713,-0.341369,25,1403434800.0,2014,6,22,13,Sunday,156,0,9.0,4.9,131.0,22.6,75.0,1003.0,0.0,19.0,10.461815927408,10.463939598828,8.41205211726384,8.46416938110749,201736
7,39.474715,-0.37932,20,1403211600.0,2014,6,19,23,Thursday,94,0,1.1,0.3,13.0,20.3,78.0,1005.0,0.0,8.0,5.25171106963063,5.2519226419362095,5.31596091205212,5.32084690553746,201737
110,39.48075,-0.336789,30,1403132400.0,2014,6,19,1,Thursday,72,0,4.1,1.4,55.0,19.3,80.0,1005.0,0.0,0.0,11.1090219176531,11.1067263050617,7.9299674267101015,7.92508143322476,201738
7,39.474715,-0.37932,20,1402869600.0,2014,6,16,0,Monday,167,0,4.1,0.7,203.0,19.6,79.0,1003.0,0.0,15.0,5.24266378525933,5.2449258059014205,4.78175895765472,4.82899022801303,201739
106,39.476713,-0.341369,25,1406602800.0,2014,7,29,5,Tuesday,28,0,3.2,0.0,112.5,23.9,87.0,1007.7,0.0,17.0,10.5021747301724,10.503382005583001,11.5393759286776,11.5646359583952,201740
110,39.48075,-0.336789,30,1404626400.0,2014,7,6,8,Sunday,151,0,3.2,0.0,180.0,23.1,63.0,1010.8,0.0,10.0,11.143813634351499,11.143220667146098,11.050406504065,11.0943089430894,201741
7,39.474715,-0.37932,20,1402599600.0,2014,6,12,21,Thursday,92,0,0.8,0.1,287.0,26.1,46.0,1007.0,0.0,3.0,5.24079045062539,5.2406075139888095,5.0814332247557,5.0700325732899,201742
7,39.474715,-0.37932,20,1406055600.0,2014,7,22,21,Tuesday,44,0,20.9,8.0,22.5,25.1,75.0,1010.7,0.0,8.0,5.24305593156099,5.2432607989607,4.869242199108469,4.83655274888559,201743
110,39.48075,-0.336789,30,1405778400.0,2014,7,19,16,Saturday,135,0,24.1,11.3,337.5,27.8,67.0,1006.6,0.0,21.0,11.153816876902999,11.154916562483,12.705794947994098,12.7518573551263,201744
110,39.48075,-0.336789,30,1403798400.0,2014,6,26,18,Thursday,89,0,3.8,0.6,118.0,27.3,56.0,1001.0,0.0,20.0,11.0974106041924,11.098896173026302,7.99185667752443,8.034201954397389,201745
106,39.476713,-0.341369,25,1404964800.0,2014,7,10,6,Thursday,77,0,8.0,3.2,135.0,20.3,44.0,1016.9,0.0,4.0,10.4205746367239,10.4196885489462,8.76820208023774,8.78603268945022,201746
7,39.474715,-0.37932,20,1403463600.0,2014,6,22,21,Sunday,164,0,2.1,0.7,137.0,20.8,80.0,1004.0,0.0,4.0,5.266381204574911,5.26636250985693,5.90553745928339,5.91042345276873,201747
106,39.476713,-0.341369,25,1402624800.0,2014,6,13,4,Friday,99,0,4.1,1.5,302.0,23.9,45.0,1006.0,0.0,0.0,10.4756821554972,10.474119728357,7.51791530944625,7.50977198697068,201748
106,39.476713,-0.341369,25,1402948800.0,2014,6,16,22,Monday,21,0,3.8,1.1,80.0,21.2,72.0,1003.0,0.0,22.0,10.47370513403,10.4745926304434,7.75081433224756,7.765472312703579,201749
7,39.474715,-0.37932,20,1406361600.0,2014,7,26,10,Saturday,129,0,3.2,0.0,180.0,26.4,63.0,1011.3,0.0,1.0,5.2325105098631,5.23244786895846,4.586924219910848,4.5898959881129295,201750
110,39.48075,-0.336789,30,1402538400.0,2014,6,12,4,Thursday,75,0,4.0,1.5,299.0,21.7,47.0,1008.0,0.0,3.0,11.1436656757375,11.141852889066696,8.22964169381108,8.2442996742671,201751
7,39.474715,-0.37932,20,1405119600.0,2014,7,12,1,Saturday,120,0,4.8,1.6,157.5,22.3,80.0,1015.9,0.0,7.0,5.23246746114559,5.23234874272538,5.01040118870728,4.98959881129272,201752
7,39.474715,-0.37932,20,1402293600.0,2014,6,9,8,Monday,7,0,,,,,,,,6.0,5.2375665312196,5.2381115879828295,4.6485671191553495,4.66969696969697,201753
8,39.474324,-0.375151,23,1404979200.0,2014,7,10,10,Thursday,81,0,6.4,3.2,157.5,21.9,43.0,1017.5,0.0,5.0,5.38123280132086,5.3827235213205,6.359583952451709,6.38781575037147,201754
106,39.476713,-0.341369,25,1404172800.0,2014,7,1,2,Tuesday,25,0,22.5,14.5,67.5,22.2,85.0,1002.3,0.0,9.0,10.4631156674838,10.4635993984292,9.177524429967427,9.23452768729642,201755
7,39.474715,-0.37932,20,1402131600.0,2014,6,7,11,Saturday,130,0,1.6,0.2,338.0,25.3,50.0,1002.0,0.0,4.0,5.23937603945633,5.23993808049536,4.71428571428571,4.703869047619049,201756
106,39.476713,-0.341369,25,1406782800.0,2014,7,31,7,Thursday,78,0,0.0,0.0,146.3,22.3,79.0,1014.1,0.0,5.0,10.5079526589193,10.507227754577599,11.518573551263001,11.5260029717682,201757
7,39.474715,-0.37932,20,1403589600.0,2014,6,24,8,Tuesday,31,0,7.6,2.6,290.0,17.8,76.0,1003.0,1.6,1.0,5.25843454790823,5.25853055258868,5.58631921824104,5.57980456026059,201758
7,39.474715,-0.37932,20,1404543600.0,2014,7,5,9,Saturday,128,0,8.0,3.2,135.0,24.3,56.0,1015.6,0.0,2.0,5.24655105546014,5.2466489420627,5.435772357723581,5.437398373983741,201759
8,39.474324,-0.375151,23,1406761200.0,2014,7,31,1,Thursday,72,0,6.4,3.2,112.5,23.9,78.0,1014.9,0.0,1.0,5.39174926332708,5.39062667380825,5.860326894502231,5.85884101040119,201760
7,39.474715,-0.37932,20,1402257600.0,2014,6,8,22,Sunday,165,0,,,,,,,,7.0,5.23723672161172,5.2381115879828295,4.601190476190482,4.61641791044776,201761
7,39.474715,-0.37932,20,1406127600.0,2014,7,23,17,Wednesday,64,0,20.9,11.3,22.5,27.8,60.0,1006.3,0.0,3.0,5.2411704256585,5.24121336649724,4.67459138187221,4.65378900445765,201762
106,39.476713,-0.341369,25,1403182800.0,2014,6,19,15,Thursday,86,0,9.5,4.0,129.0,24.8,54.0,1004.0,0.0,17.0,10.460646183443698,10.460685597918301,7.7328990228013,7.757328990228009,201763
8,39.474324,-0.375151,23,1404295200.0,2014,7,2,12,Wednesday,59,0,24.1,12.9,22.5,24.8,69.0,1001.4,0.0,20.0,5.37080088987764,5.37325549068668,6.59771986970684,6.61074918566775,201764
7,39.474715,-0.37932,20,1404291600.0,2014,7,2,11,Wednesday,58,0,17.7,8.0,22.5,25.1,69.0,1001.3,0.0,4.0,5.24439624005785,5.2456628113879,5.28827361563518,5.319218241042349,201765
7,39.474715,-0.37932,20,1405029600.0,2014,7,11,0,Friday,95,0,6.4,3.2,67.5,22.3,72.0,1016.5,0.0,7.0,5.23196216454026,5.2328330309527695,5.0148588410104,5.03120356612184,201766
8,39.474324,-0.375151,23,1406329200.0,2014,7,26,1,Saturday,120,0,9.7,4.8,67.5,24.8,85.0,1009.9,0.0,1.0,5.3820436775411205,5.38091644204852,5.60921248142645,5.59583952451709,201767
110,39.48075,-0.336789,30,1404770400.0,2014,7,8,0,Tuesday,23,0,6.4,3.2,247.5,22.2,70.0,1017.2,0.0,1.0,11.1367049469965,11.1344593475741,11.1064162754304,11.054517133956402,201768
106,39.476713,-0.341369,25,1403794800.0,2014,6,26,17,Thursday,88,0,5.1,1.1,186.0,27.5,52.0,1001.0,0.0,2.0,10.461693661379801,10.460723890632,8.703583061889251,8.6514657980456,201769
106,39.476713,-0.341369,25,1402966800.0,2014,6,17,3,Tuesday,26,0,3.6,0.9,335.0,19.9,71.0,1002.0,0.0,9.0,10.474422301709,10.4737768191622,7.79967426710098,7.82736156351792,201770
106,39.476713,-0.341369,25,1405612800.0,2014,7,17,18,Thursday,89,0,25.7,11.3,0.0,27.2,69.0,1014.3,0.0,6.0,10.480106823632,10.4797580776985,10.992570579494801,10.974739970282302,201771
110,39.48075,-0.336789,30,1405202400.0,2014,7,13,0,Sunday,143,0,8.0,3.2,22.5,23.1,83.0,1016.7,0.0,10.0,11.1395897323387,11.1390031255141,11.487369985141196,11.5007429420505,201772
7,39.474715,-0.37932,20,1401861600.0,2014,6,4,8,Wednesday,55,0,1.0,0.4,47.0,21.3,44.0,999.0,0.0,1.0,5.24333352531245,5.24320589590051,4.75631500742942,4.74739970282318,201773
106,39.476713,-0.341369,25,1403200800.0,2014,6,19,20,Thursday,91,0,3.0,0.7,95.0,21.6,72.0,1004.0,0.0,12.0,10.4607421654033,10.4603291296726,7.763843648208469,7.73778501628664,201774
106,39.476713,-0.341369,25,1402066800.0,2014,6,6,17,Friday,112,0,,,,,,,0.0,5.0,10.5017793594306,10.5008320422333,7.6508172362555715,7.61069836552749,201775
8,39.474324,-0.375151,23,1405699200.0,2014,7,18,18,Friday,113,0,27.4,16.1,22.5,26.0,78.0,1011.1,0.0,0.0,5.3873707131192194,5.3868843537415,6.07875185735513,6.08618127786033,201776
8,39.474324,-0.375151,23,1405375200.0,2014,7,15,0,Tuesday,23,0,0.0,0.0,146.3,24.2,77.0,1016.5,0.0,0.0,5.38785557986871,5.38671041837572,6.27637444279346,6.274888558692419,201777
7,39.474715,-0.37932,20,1403355600.0,2014,6,21,15,Saturday,134,0,7.3,1.8,165.0,27.5,36.0,1000.0,0.0,16.0,5.26231728652859,5.2643308508237405,5.79967426710098,5.8127035830618885,201778
110,39.48075,-0.336789,30,1404950400.0,2014,7,10,2,Thursday,73,0,6.4,3.2,112.5,22.2,66.0,1017.2,0.0,15.0,11.1281246558749,11.128364617163,10.6879643387816,10.741456166419,201779
7,39.474715,-0.37932,20,1402239600.0,2014,6,8,17,Sunday,160,0,5.4,1.5,134.0,23.5,66.0,1004.0,0.0,9.0,5.23724738077518,5.2378663003663,4.608630952380951,4.60267857142857,201780
7,39.474715,-0.37932,20,1403535600.0,2014,6,23,17,Monday,16,0,5.5,1.5,103.0,25.6,62.0,1002.0,0.0,2.0,5.26214193257921,5.261955665578942,5.754071661237791,5.734527687296421,201781
8,39.474324,-0.375151,23,1406131200.0,2014,7,23,18,Wednesday,65,0,22.5,11.3,22.5,27.5,66.0,1006.1,0.0,0.0,5.382855597620339,5.381832927818331,5.6849925705795,5.67904903417533,201782
106,39.476713,-0.341369,25,1403956800.0,2014,6,28,14,Saturday,133,0,11.8,7.9,138.0,26.0,54.0,999.0,0.0,17.0,10.4608117173524,10.462247806404699,8.88273615635179,8.915309446254069,201783
110,39.48075,-0.336789,30,1404338400.0,2014,7,3,0,Thursday,71,0,32.2,17.7,67.5,23.2,85.0,1016.9,0.0,11.0,11.1476211649622,11.147191198533099,10.4511400651466,10.4967426710098,201784
8,39.474324,-0.375151,23,1405987200.0,2014,7,22,2,Tuesday,25,0,6.4,3.2,157.5,23.4,62.0,1014.6,0.0,3.0,5.3857994579945805,5.384990517474941,5.76374442793462,5.7667161961367,201785
8,39.474324,-0.375151,23,1402603200.0,2014,6,12,22,Thursday,93,0,2.2,0.6,218.0,26.0,41.0,1008.0,0.0,2.0,5.34762992575671,5.346731373108759,6.3078175895765485,6.30944625407166,201786
8,39.474324,-0.375151,23,1404007200.0,2014,6,29,4,Sunday,147,0,3.6,0.9,89.0,17.9,87.0,999.0,0.0,11.0,5.37284916201117,5.37224239039374,6.63029315960912,6.633550488599348,201787
106,39.476713,-0.341369,25,1403830800.0,2014,6,27,3,Friday,98,0,2.7,0.9,316.0,19.3,78.0,1004.0,0.0,5.0,10.4572900913012,10.4563780938515,8.57817589576547,8.591205211726379,201788
110,39.48075,-0.336789,30,1401602400.0,2014,6,1,8,Sunday,151,0,4.7,2.1,321.0,17.1,57.0,1006.0,0.0,4.0,11.1887108900584,11.187037465309901,8.355126300148589,8.35066864784547,201789
7,39.474715,-0.37932,20,1402905600.0,2014,6,16,10,Monday,9,0,5.2,1.4,126.0,23.6,50.0,1002.0,0.0,8.0,5.245936114584518,5.24774134894028,4.92671009771987,4.97882736156352,201790
110,39.48075,-0.336789,30,1402160400.0,2014,6,7,19,Saturday,138,0,5.1,1.9,72.0,22.2,72.0,1001.0,0.0,1.0,11.154084264832301,11.151919770773599,7.94494047619048,7.93601190476191,201791
106,39.476713,-0.341369,25,1404298800.0,2014,7,2,13,Wednesday,60,0,25.7,12.9,22.5,25.3,70.0,1001.4,0.0,24.0,10.4655507979759,10.4681454302869,9.49837133550489,9.50651465798046,201792
7,39.474715,-0.37932,20,1404957600.0,2014,7,10,4,Thursday,75,0,17.7,9.7,112.5,21.3,38.0,1017.0,0.0,0.0,5.2349152169125714,5.23457537563983,5.00445765230312,4.99554234769688,201793
